"iso_code","glottocode","wals_code","Name","genus","SVO_order","Glottocode","Name_SIL","Language.name","Longitude","Latitude","Area_GLOT","Continent_SIL","Country","Status_GLOT","Population_SIL","Family_SIL_Lv1","Family_SIL_Lv2","Family_SIL_Lv3","Family_GLOT_Lv1","Family_GLOT_Lv2","Family_GLOT_Lv3"
"gax","bora1271","orb","Oromo (Boraana)","Eastern Cushitic",NA,"bora1271","Borana-Arsi-Guji Oromo","Borana-Arsi-Guji Oromo",37.882,1.05676,"Africa","Africa","Ethiopia (ET) / Kenya (KE) / Somalia (SO)","not endangered",3630000,"Afro-Asiatic","Cushitic","Oromo","Afro-Asiatic","Cushitic","East Cushitic"
"gay","gayo1244","gay","Gayo","Northwest Sumatra-Barrier Islands",NA,"gayo1244","Gayo","Gayo",97.3456,4.3733,"Papunesia","Asia","Indonesia (ID)","threatened",3e+05,"Austronesian","Malayo-Polynesian",NA,"Austronesian","Malayo-Polynesian","Northwest Sumatra-Barrier Islands"
"gaz","west2721","owc","Oromo (West-Central)","Eastern Cushitic",NA,"west2721","West Central Oromo","West Central Oromo",36.7365,8.81391,"Africa","Africa","Ethiopia (ET) / Sudan (SD)","not endangered",8920000,"Afro-Asiatic","Cushitic","Oromo","Afro-Asiatic","Cushitic","East Cushitic"
"gbb","kayt1238","kyt","Kaytej","Pama-Nyungan",NA,"kayt1238","Kaytetye","Kaytetye",133.602,-21.5844,"Australia","Pacific","Australia (AU)","shifting",200,"Australian","Pama-Nyungan",NA,"Pama-Nyungan","Arandic-Thura-Yura","Arandic"
"gbc","gara1261","grr","Garrwa","Garrwan","7 No dominant order",NA,"Garawa",NA,NA,NA,NA,"Pacific",NA,NA,110,"Australian","Garawan",NA,NA,NA,NA
"gbd","kara1476","krj","Karadjeri","Pama-Nyungan",NA,"kara1476","Karadjeri","Karadjeri",122.334,-18.6771,"Australia","Pacific","Australia (AU)","nearly extinct",12,"Australian","Pama-Nyungan","Marngu","Pama-Nyungan","Desert Nyungic","Marrngu"
"gbi","gale1259","gll","Galela","North Halmaheran",NA,"gale1259","Galela","Galela",128.44,2.31461,"Papunesia","Asia","Indonesia (ID)","not endangered",79000,"West Papuan","North Halmahera",NA,"North Halmahera","Northern North Halmahera","Mainland North Halmaheran"
"gbj","bodo1267","gdb","Gutob","Munda",NA,"bodo1267","Bodo Gadaba","Bodo Gadaba",82.771,18.3857,"Eurasia","Asia","India (IN)","shifting",8000,"Austro-Asiatic","Munda","Koraput Munda","Austroasiatic","Mundaic","South Munda"
"gbp","gbay1287","gbb","Gbeya Bossangoa","Gbaya-Manza-Ngbaka","2 SVO","gbay1287","Gbaya-Bossangoa","Gbaya-Bossangoa",17.645,6.61896,"Africa","Africa","Central African Republic (CF)","not endangered",2e+05,"Niger-Congo","Atlantic-Congo","North","Atlantic-Congo","Volta-Congo","North Volta-Congo"
"gbr","gbag1258","gwa","Gwari","Nupoid","7 No dominant order","gbag1258","Gbagyi","Gbagyi",6.90495,9.29842,"Africa","Africa","Nigeria (NG)","not endangered",7e+05,"Niger-Congo","Atlantic-Congo","Benue-Congo","Atlantic-Congo","Volta-Congo","Benue-Congo"
"gbu","gaga1251","gaa","Gaagudju","Gaagudju",NA,"gaga1251","Gagadu","Gaagudju",132.643,-12.5176,"Australia","Pacific","Australia (AU)","extinct",6,"Australian","Gunwingguan",NA,NA,NA,NA
"gcc","mali1284","mli","Mali","Baining",NA,"mali1284","Mali","Mali",152.214,-4.71826,"Papunesia","Pacific","Papua New Guinea (PG)","not endangered",2200,"East New Britain","Baining",NA,"Baining",NA,NA
"gcd","gang1267","yuk","Yukulta","Tangkic","2 SVO","gang1267","Ganggalida","Ganggalida",139.426,-17.5446,"Australia","Pacific","Australia (AU)","nearly extinct",0,"Australian","Pama-Nyungan",NA,"Tangkic","Southern Tangkic",NA
"gcf","guad1242","lcr","Lesser Antillean French Creole","Creoles and Pidgins",NA,"guad1242","Guadeloupean Creole French","Guadeloupean Creole French",-61.4059,16.3049,"North America","Americas","Guadeloupe (GP) / Martinique (MQ)","not endangered",430000,"Creole","French based",NA,"Indo-European","Italic","Latino-Faliscan"
"gcf","guad1242","mqc","Martinique Creole","Creoles and Pidgins",NA,"guad1242","Guadeloupean Creole French","Guadeloupean Creole French",-61.4059,16.3049,"North America","Americas","Guadeloupe (GP) / Martinique (MQ)","not endangered",430000,"Creole","French based",NA,"Indo-European","Italic","Latino-Faliscan"
"gcf","guad1242","gdl","Guadeloupe Creole","Creoles and Pidgins",NA,"guad1242","Guadeloupean Creole French","Guadeloupean Creole French",-61.4059,16.3049,"North America","Americas","Guadeloupe (GP) / Martinique (MQ)","not endangered",430000,"Creole","French based",NA,"Indo-European","Italic","Latino-Faliscan"
"gcr","guia1246","gfr","Guianese French Creole","Creoles and Pidgins",NA,"guia1246","Guianese Creole French","Guianese Creole French",-52.7336,4.94804,"South America","Americas","Brazil (BR) / French Guiana (GF)","not endangered",50000,"Creole","French based",NA,"Indo-European","Italic","Latino-Faliscan"
"gdb","pott1240","gdk","Gadaba (Kondekor)","Central Dravidian",NA,"pott1240","Pottangi Ollar Gadaba","Pottangi Ollar Gadaba",82.7586,18.5968,"Eurasia","Asia","India (IN)","threatened",15000,"Dravidian","Central",NA,"Dravidian","Central Dravidian","Parji-Ollari-Gadaba"
"gde","gude1246","gud","Gude","Biu-Mandara","3 VSO","gude1246","Gude","Gude",13.403,10.2138,"Africa","Africa","Cameroon (CM) / Nigeria (NG)","not endangered",68000,"Afro-Asiatic","Chadic","A","Afro-Asiatic","Chadic","Biu-Mandara"
"gdf","gudu1252","gdf","Guduf","Biu-Mandara",NA,"gudu1252","Guduf-Gava","Guduf-Gava",13.7893,11.1057,"Africa","Africa","Cameroon (CM) / Nigeria (NG)","not endangered",55900,"Afro-Asiatic","Chadic","A","Afro-Asiatic","Chadic","Biu-Mandara"
"gdm","laal1242","laa","Laal","Laal","2 SVO","laal1242","Laal","Laal",17.6143,10.0063,"Africa","Africa","Chad (TD)","shifting",750,"Unclassified",NA,NA,NA,NA,NA
"gdo","ghod1238","god","Godoberi","Avar-Andic-Tsezic",NA,"ghod1238","Ghodoberi","Godoberi",46.2252,42.7428,"Eurasia","Europe","Russian Federation (RU)","shifting",3000,"North Caucasian","East Caucasian","Andic","Nakh-Daghestanian","Daghestanian","Avar-Andic-Tsezic"
"gdq","mehr1241","meh","Mehri","Semitic","7 No dominant order","mehr1241","Mehri","Mehri",52.473,16.793,"Eurasia","Asia","Kuwait (KW) / Oman (OM) / Yemen (YE)","not endangered",70600,"Afro-Asiatic","Semitic","South Arabian","Afro-Asiatic","Semitic","West Semitic"
"geb","kire1240","kie","Kire","Mikarew","1 SOV","kire1240","Kire","Kire",144.711,-4.25927,"Papunesia","Pacific","Papua New Guinea (PG)","shifting",2420,"Ramu-Lower Sepik","Ramu",NA,"Lower Sepik-Ramu","Ramu","Lower Ramu"
"ged","gade1242","gad","Gade","Nupoid",NA,"gade1242","Gade","Gade",7.49869,8.71139,"Africa","Africa","Nigeria (NG)","not endangered",72100,"Niger-Congo","Atlantic-Congo","Benue-Congo","Atlantic-Congo","Volta-Congo","Benue-Congo"
"gey","enya1247","eny","Enya","Bantoid",NA,"enya1247","Enya","Enya",25.15,0.56,"Africa","Africa","Congo, The Democratic Republic of the (CD)","not endangered",15000,"Niger-Congo","Atlantic-Congo","Benue-Congo","Atlantic-Congo","Volta-Congo","Benue-Congo"
"gfk","patp1243","ptp","Patpatar","Oceanic",NA,"patp1243","Patpatar","Patpatar",152.493,-3.74711,"Papunesia","Pacific","Papua New Guinea (PG)","not endangered",7000,"Austronesian","Malayo-Polynesian","Eastern Malayo-Polynesian","Austronesian","Malayo-Polynesian","Central-Eastern Malayo-Polynesian"
"ggd","guga1239","ggd","Gugadj","Pama-Nyungan",NA,"guga1239","Gugadj","Gugadj",141.168,-17.8372,"Australia","Pacific","Australia (AU)","extinct",0,"Australian","Pama-Nyungan","Flinders Pama","Pama-Nyungan","Paman",NA
"gge","gura1252","grg","Gurr-goni","Burarran","7 No dominant order","gura1252","Guragone","Guragone",134.095,-12.6686,"Australia","Pacific","Australia (AU)","nearly extinct",20,"Australian","Gunwingguan",NA,"Maningrida","Burera-Nakara","Bureran"
"ggn","guru1261","gur","Gurung","Bodic","1 SOV",NA,"Eastern Gurung",NA,NA,NA,NA,"Asia",NA,NA,227000,"Sino-Tibetan","Tibeto-Burman","Tibeto-Kanauri",NA,NA,NA
"ggo","sout2711","gon","Gondi","South-Central Dravidian","1 SOV","sout2711","Southern Gondi","Southern Gondi",80.2781,20.1045,"Eurasia","Asia","India (IN)","not endangered",1e+05,"Dravidian","South-Central","Gondi","Dravidian","South Dravidian","South Dravidian II"
"ggw","gogo1265","gog","Gogodala","Gogodala","1 SOV","gogo1265","Gogodala","Gogodala",142.874,-8.08527,"Papunesia","Pacific","Papua New Guinea (PG)","not endangered",22000,"Trans-New Guinea","Gogodala-Suki",NA,"Suki-Gogodala","Gogodalic",NA
"ghl","ghul1238","nbh","Ghulfan","Nubian",NA,"ghul1238","Ghulfan","Uncunwee",29.8122,11.6432,"Africa","Africa","Sudan (SD)","shifting",16000,"Nilo-Saharan","Eastern Sudanic","Nubian","Nubian","West-Central Nubian","Central Nubian"
"ghs","guhu1244","guh","Guhu-Samane","Binanderean","1 SOV","guhu1244","Guhu-Samane","Guhu-Samane",147.228,-7.99922,"Papunesia","Pacific","Papua New Guinea (PG)","not endangered",12800,"Trans-New Guinea","Binanderean",NA,"Nuclear Trans New Guinea","Greater Binanderean",NA
"gia","kitj1240","kij","Kitja","Djeragan",NA,"kitj1240","Kitja","Kitja",127.392,-17.5758,"Australia","Pacific","Australia (AU)","moribund",410,"Australian","Djeragan",NA,"Jarrakan",NA,NA
"gid","gida1247","gdr","Gidar","Biu-Mandara",NA,"gida1247","Gidar","Gidar",14.0785,9.87472,"Africa","Africa","Cameroon (CM) / Chad (TD)","not endangered",54000,"Afro-Asiatic","Chadic","C","Afro-Asiatic","Chadic","Biu-Mandara"
"gil","gilb1244","krb","Kiribati","Oceanic","4 VOS","gilb1244","Kiribati","Gilbertese",176.44,-1.34,"Papunesia","Pacific","Kiribati (KI) / Solomon Islands (SB)","not endangered",58300,"Austronesian","Malayo-Polynesian","Eastern Malayo-Polynesian","Austronesian","Malayo-Polynesian","Central-Eastern Malayo-Polynesian"
"gin","hinu1240","hnk","Hinukh","Avar-Andic-Tsezic",NA,"hinu1240","Hinukh","Hinuq",45.8064,42.4502,"Eurasia","Europe","Russian Federation (RU)","shifting",550,"North Caucasian","East Caucasian","West Tsezic","Nakh-Daghestanian","Daghestanian","Avar-Andic-Tsezic"
"gio","gela1261","gla","Gelao","Kadai","2 SVO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gis","maro1246","giz","Giziga","Biu-Mandara",NA,"nort3047","North Giziga","North Giziga",14.219,10.6755,"Africa","Africa","Cameroon (CM)","not endangered",20000,"Afro-Asiatic","Chadic","A","Afro-Asiatic","Chadic","Biu-Mandara"
"git","gitx1241","git","Gitksan","Tsimshianic","7 No dominant order","gitx1241","Gitxsan","Gitxsan",-128.08,55.09,"North America","Americas","Canada (CA)","moribund",1330,"Penutian","Tsimshian",NA,"Tsimshian","Nishga-Gitxsan",NA
"gju","guja1253","goj","Gojri","Indic",NA,"guja1253","Gujari","Gujari",75.11,33.7,"Eurasia","Asia","Afghanistan (AF) / India (IN) / Pakistan (PK)","not endangered",690000,"Indo-European","Indo-Iranian","Central zone","Indo-European","Indo-Iranian","Indo-Aryan"
"gkn","goka1239","gok","Gokana","Cross River","2 SVO","goka1239","Gokana","Gokana",7.34457,4.61889,"Africa","Africa","Nigeria (NG)","not endangered",1e+05,"Niger-Congo","Atlantic-Congo","Benue-Congo","Atlantic-Congo","Volta-Congo","Benue-Congo"
"gla","scot1245","gae","Gaelic (Scots)","Celtic","3 VSO","scot1245","Scottish Gaelic","Scottish Gaelic",-5.24366,56.7574,"Eurasia","Europe","United Kingdom (GB)","shifting",58700,"Indo-European","Celtic","Goidelic","Indo-European","Celtic","Nuclear Celtic"
