Glottocode,ISO,Name_SIL,Language name,Longitude,Latitude,Area_GLOT,Continent_SIL,Country,Status_GLOT,Population_SIL,Family_SIL_Lv1,Family_SIL_Lv2,Family_SIL_Lv3,Family_GLOT_Lv1,Family_GLOT_Lv2,Family_GLOT_Lv3
komi1269,koi,Komi-Permyak,Komi-Permyak,54.7959,59.6602,Eurasia,Europe,Russian Federation (RU),threatened,94300,Uralic,Permian,NA,Uralic,Permian,Komi
komi1270,kmm,Kom,Kom (India),94.534,24.8688,Eurasia,Asia,India (IN),threatened,15500,Sino-Tibetan,Tibeto-Burman,Kuki-Chin,Sino-Tibetan,Kuki-Chin-Naga,Kuki-Chin
komi1271,xoi,Kominimung,Kominimung,144.783,-4.68537,Papunesia,Pacific,Papua New Guinea (PG),shifting,320,Ramu-Lower Sepik,Ramu,NA,Lower Sepik-Ramu,Ramu,Goam
komi1277,unknow,NA,Komi-Yazva,55.756,60.717,NA,NA,Russian Federation (RU),shifting,NA,NA,NA,NA,Uralic,Permian,Komi
komo1258,xom,Komo,Komo (Sudan),34.0939,8.94162,Africa,Africa,Ethiopia (ET) / Sudan (SD),shifting,10000,Nilo-Saharan,Komuz,NA,Koman,Opuuo-Twampa-Komo,Twampa-Komo
komo1260,kmw,Komo,Komo (Democratic Republic of Congo),26.7144,-0.76333,Africa,Africa,"Congo, The Democratic Republic of the (CD)",not endangered,400000,Niger-Congo,Atlantic-Congo,Benue-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo
komo1261,kvh,Komodo,Komodo,119.477,-8.64518,Papunesia,Asia,Indonesia (ID),threatened,700,Austronesian,Malayo-Polynesian,Central Malayo-Polynesian,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
komp1237,kvp,Kompane,Kompane,134.742,-5.64348,Papunesia,Asia,Indonesia (ID),threatened,330,Austronesian,Malayo-Polynesian,Central Malayo-Polynesian,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
komt1237,unknow,NA,Komta,NA,NA,Africa,NA,Nigeria (NG),NA,NA,NA,NA,NA,Unclassifiable,NA,NA
komy1238,kzv,Komyandaret,Komyandaret,140.213,-5.25453,Papunesia,Asia,Indonesia (ID),not endangered,300,Trans-New Guinea,Ok-Awyu,Ngalum,Nuclear Trans New Guinea,Asmat-Awyu-Ok,Awyu-Ok
kona1242,kxw,Konai,Konai,142.069,-5.66011,Papunesia,Pacific,Papua New Guinea (PG),not endangered,600,Trans-New Guinea,East Strickland,NA,East Strickland,NA,NA
kond1295,kfc,Konda-Dora,Konda-Dora,82.934,18.2675,Eurasia,Asia,India (IN),threatened,20000,Dravidian,South-Central,Konda-Kui,Dravidian,South Dravidian,South Dravidian II
kond1303,knd,Konda,Konda,132.06,-1.82635,Papunesia,Asia,Indonesia (ID),threatened,500,Trans-New Guinea,South Bird's Head,NA,Konda-Yahadian,NA,NA
kone1241,kdw,Koneraw,Koneraw,138.068,-8.37424,Papunesia,Asia,Indonesia (ID),shifting,1200,Trans-New Guinea,Mombum,NA,Mombum-Koneraw,NA,NA
konk1267,knn,Konkani,Maharashtrian Konkani,73.9166,19.2414,Eurasia,Asia,India (IN),not endangered,4000000,Indo-European,Indo-Iranian,Southern zone,Indo-European,Indo-Iranian,Indo-Aryan
konk1269,xon,Konkomba,Konkomba,0.2783,9.82224,Africa,Africa,Ghana (GH) / Togo (TG),not endangered,500000,Niger-Congo,Atlantic-Congo,North,Atlantic-Congo,Volta-Congo,North Volta-Congo
konn1242,kma,Konni,Konni,-1.54376,10.2368,Africa,Africa,Ghana (GH),threatened,3800,Niger-Congo,Atlantic-Congo,North,Atlantic-Congo,Volta-Congo,North Volta-Congo
kono1241,unknow,NA,Konomihu,-123.311,41.2634,North America,NA,United States (US),extinct,NA,NA,NA,NA,Shastan,NA,NA
kono1264,klk,Kono,Kono (Nigeria),8.32193,10.436,Africa,Africa,Nigeria (NG),shifting,5520,Niger-Congo,Atlantic-Congo,Benue-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo
kono1265,kcz,Konongo,Konongo,32.1803,-6.51503,Africa,Africa,"Tanzania, United Republic of (TZ)",threatened,51000,Niger-Congo,Atlantic-Congo,Benue-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo
kono1267,knu,Kono,Kono (Guinea),-8.25793,7.85002,Africa,Africa,C?te d'Ivoire (CI) / Guinea (GN),not endangered,90000,Niger-Congo,Mande,Central-Southwestern,Mande,Western Mande,Manding-Kpelle
kono1268,kno,Kono,Kono (Sierra Leone),-10.9214,8.67039,Africa,Africa,Guinea (GN) / Sierra Leone (SL),not endangered,205000,Niger-Congo,Mande,Central-Southwestern,Mande,Western Mande,Manding-Kpelle
kono1269,koa,Konomala,Konomala,152.87,-4.16184,Papunesia,Pacific,Papua New Guinea (PG),shifting,800,Austronesian,Malayo-Polynesian,Eastern Malayo-Polynesian,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
kons1243,kxc,Konso,Konso,37.53,5.39111,Africa,Africa,Ethiopia (ET),not endangered,195000,Afro-Asiatic,Cushitic,Konso-Gidole,Afro-Asiatic,Cushitic,East Cushitic
kont1246,unknow,NA,Kontan?wa,NA,NA,South America,NA,Brazil (BR),NA,NA,NA,NA,NA,Unattested,Pano-Tacanan (Unattested),NA
kony1248,nbe,Konyak Naga,Konyak Naga,95.0598,26.6823,Eurasia,Asia,India (IN) / Myanmar (MM),threatened,244000,Sino-Tibetan,Tibeto-Burman,Konyak-Bodo-Garo,Sino-Tibetan,Brahmaputran,Konyak
kony1250,mku,Konyanka Maninka,Konyanka Maninka,-8.89972,8.04788,Africa,Africa,C?te d'Ivoire (CI) / Guinea (GN) / Liberia (LR),not endangered,128000,Niger-Congo,Mande,Central-Southwestern,Mande,Western Mande,Manding-Kpelle
konz1239,koo,Konzo,Konzo,29.8696,0.32395,Africa,Africa,"Congo, The Democratic Republic of the (CD) / Uganda (UG)",not endangered,609000,Niger-Congo,Atlantic-Congo,Benue-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo
koon1244,kng,Koongo,South-Central Kikongo,14.4771,-5.57722,Africa,Africa,"Angola (AO) / Congo (CG) / Congo, The Democratic Republic of the (CD)",not endangered,3000000,Niger-Congo,Atlantic-Congo,Benue-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo
koon1245,ozm,Koonzime,Koonzime,13.5415,3.25933,Africa,Africa,Cameroon (CM),not endangered,30000,Niger-Congo,Atlantic-Congo,Benue-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo
kooo1244,fuj,Ko,Ko,31.5399,10.7321,Africa,Africa,Sudan (SD),shifting,2680,Niger-Congo,Kordofanian,Eastern,Heibanic,Eastern Heibanic,NA
koor1239,kqy,Koorete,Koorete,37.8679,5.80545,Africa,Africa,Ethiopia (ET),not endangered,104000,Afro-Asiatic,Omotic,Gonga-Gimojan,Ta-Ne-Omotic,Ometo,East Ometo
kopa1248,xop,Kopar,Kopar,144.466,-3.98259,Papunesia,Pacific,Papua New Guinea (PG),shifting,540,Ramu-Lower Sepik,Lower Sepik,NA,Lower Sepik-Ramu,Lower Sepik,Nor
kopk1238,opk,Kopkaka,Kopkaka,139.926,-4.91191,Papunesia,Asia,Indonesia (ID),shifting,400,Trans-New Guinea,Ok-Awyu,Western,Nuclear Trans New Guinea,Asmat-Awyu-Ok,Awyu-Ok
kora1291,kcy,Korandje,Korandje,-2.48113,29.4957,Africa,Africa,Algeria (DZ),shifting,0,Nilo-Saharan,Songhai,NA,Songhay,Northwest Songhay,Northern Songhay
kora1292,kqz,Korana,Korana,19.7711,-30.4207,Africa,Africa,South Africa (ZA),nearly extinct,10000,Khoisan,Southern Africa,Nama,Khoe-Kwadi,Khoe,Khoekhoe
kora1294,kpr,Korafe-Yegha,Korafe-Yegha,149.267,-9.07,Papunesia,Pacific,Papua New Guinea (PG),not endangered,3630,Trans-New Guinea,Binanderean,NA,Nuclear Trans New Guinea,Greater Binanderean,Binanderean
kora1296,koz,Korak,Korak,145.514,-4.5998,Papunesia,Pacific,Papua New Guinea (PG),not endangered,510,Trans-New Guinea,Madang,Kowan,Nuclear Trans New Guinea,Madang,Unclassified Madang
kora1298,unknow,NA,Korapun-Bromley,139.68,-4.53573,Papunesia,NA,Papua New Guinea (PG),NA,NA,NA,NA,NA,Nuclear Trans New Guinea,Mek,Western Mek
kore1273,kvk,Korean Sign Language,Korean Sign Language,127.609,37.4718,Eurasia,Asia,"Korea, Republic of (KR)",not endangered,0,Deaf sign language,NA,NA,Sign Language,Deaf Sign Language,JSLic
kore1279,okh,Koresh-e Rostam,Khoresh-e Rostam,44.895,37.794,Eurasia,Asia,"Iran, Islamic Republic of (IR)",shifting,0,Indo-European,Indo-Iranian,Western,Indo-European,Indo-Iranian,Iranian
kore1280,kor,Korean,Korean,128,37.5,Eurasia,Asia,"China (CN) / Korea, Democratic People's Republic of (KP) / Korea, Republic of (KR) / Russian Federation (RU)",not endangered,4.20E+07,Language Isolate,NA,NA,Koreanic,NA,NA
kore1283,coe,Koreguaje,Koreguaje,-75.3475,0.92316,South America,Americas,Colombia (CO),shifting,2210,Tucanoan,Western Tucanoan,Coreguaje,Tucanoan,Western Tucanoan,Maijiki-Siona
kork1243,kfq,Korku,Korku,77.5541,21.8358,Eurasia,Asia,India (IN),not endangered,478000,Austro-Asiatic,Munda,Korku,Austroasiatic,Mundaic,North Munda
korl1238,vkp,Korlai Creole Portuguese,Korlai Portuguese,73.0099,19.0348,Eurasia,Asia,India (IN),not endangered,750,Creole,Portuguese based,NA,Indo-European,Italic,Latino-Faliscan
koro1296,ktl,Koroshi,Koroshi,53.008,29.441,Eurasia,Asia,"Iran, Islamic Republic of (IR)",shifting,180,Indo-European,Indo-Iranian,Western,Indo-European,Indo-Iranian,Iranian
koro1298,kfz,Koromfe,Koromf?,-1.96187,14.046,Africa,Africa,Burkina Faso (BF) / Mali (ML),not endangered,196000,Niger-Congo,Atlantic-Congo,North,Atlantic-Congo,Volta-Congo,North Volta-Congo
koro1304,krp,Korop,Korop,8.80859,5.16206,Africa,Africa,Cameroon (CM) / Nigeria (NG),threatened,10200,Niger-Congo,Atlantic-Congo,Benue-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo
koro1306,kfo,Koro,Koro (C?te d'Ivoire),-5.73572,8.11966,Africa,Africa,C?te d'Ivoire (CI),threatened,40000,Niger-Congo,Mande,Central-Southwestern,Mande,Western Mande,Manding-Kpelle
koro1308,krf,Koro,Koro-Olrat,167.467,-14.2943,Papunesia,Pacific,Vanuatu (VU),shifting,160,Austronesian,Malayo-Polynesian,Eastern Malayo-Polynesian,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
koro1309,kxr,Koro,Lopohan,147.143,-2.03429,Papunesia,Pacific,Papua New Guinea (PG),not endangered,400,Austronesian,Malayo-Polynesian,Eastern Malayo-Polynesian,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
koro1310,bpr,Koronadal Blaan,Koronadal Blaan,125.007,6.20529,Papunesia,Asia,Philippines (PH),not endangered,150000,Austronesian,Malayo-Polynesian,Bilic,Austronesian,Malayo-Polynesian,Bilic
koro1311,xkq,Koroni,Koroni,121.977,-2.6367,Papunesia,Asia,Indonesia (ID),shifting,500,Austronesian,Malayo-Polynesian,Eastern,Austronesian,Malayo-Polynesian,Celebic
koro1312,khe,Korowai,Korowai,140.047,-5.26952,Papunesia,Asia,Indonesia (ID),shifting,3500,Trans-New Guinea,Ok-Awyu,Korowai,Nuclear Trans New Guinea,Asmat-Awyu-Ok,Awyu-Ok
koro1313,kqj,Koromira,Koromira,155.742,-6.39399,Papunesia,Pacific,Papua New Guinea (PG),not endangered,2500,South Bougainville,Nasioi,NA,South Bougainville,Nasioi,NA
koro1316,jkr,NA,Koro,92.633,27.2148,Eurasia,NA,India (IN),shifting,NA,NA,NA,NA,Sino-Tibetan,Macro-Tani,Koro-Holon
korr1238,kfd,Korra Koraga,Korra Koraga,75.2,12.9163,Eurasia,Asia,India (IN),threatened,14000,Dravidian,Southern,Koraga,Dravidian,South Dravidian,South Dravidian I
koru1245,kpq,Korupun-Sela,Korupun-Sela,139.678,-4.53497,Papunesia,Asia,Indonesia (ID),not endangered,8000,Trans-New Guinea,Mek,NA,Nuclear Trans New Guinea,Mek,Western Mek
koru1247,xor,Korubo,Korubo,-70.5094,-5.3655,South America,Americas,Brazil (BR),moribund,250,Panoan,Northern,NA,Pano-Tacanan,Panoan,Mayoruna Branch
korw1242,kfp,Korwa,Korwa,83.8142,23.4102,Eurasia,Asia,India (IN),threatened,66000,Austro-Asiatic,Munda,Kherwari,Austroasiatic,Mundaic,North Munda
kory1246,kpy,Koryak,Koryak,166.695,63.8977,Eurasia,Asia,Russian Federation (RU),shifting,3500,Chukotko-Kamchatkan,Northern,NA,Chukotko-Kamchatkan,Chukotian,NA
kosa1249,kkl,Kosarek Yale,Kosarek Yale,139.645,-4.06603,Papunesia,Asia,Indonesia (ID),not endangered,2300,Trans-New Guinea,Mek,NA,Nuclear Trans New Guinea,Mek,Western Mek
kosa1251,kiq,Kosare,Kosadle,140.197,-3.78748,Papunesia,Asia,Indonesia (ID),shifting,250,Kaure,Kaure Proper,NA,NA,NA,NA
kosh1246,kid,Koshin,Koshin,10.299,6.5817,Africa,Africa,Cameroon (CM),shifting,1000,Niger-Congo,Atlantic-Congo,Benue-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo
kosr1238,kos,Kosraean,Kosraean,162.98,5.31,Papunesia,Pacific,"Micronesia, Federated States of (FM)",shifting,8000,Austronesian,Malayo-Polynesian,Eastern Malayo-Polynesian,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
kota1263,kfe,Kota,Kota (India),76.9387,11.4978,Eurasia,Asia,India (IN),shifting,900,Dravidian,Southern,Tamil-Kodagu,Dravidian,South Dravidian,South Dravidian I
kota1272,kqk,Kotafon Gbe,Kotafon Gbe,1.72346,6.64027,Africa,Africa,Benin (BJ) / Togo (TG),not endangered,100000,Niger-Congo,Atlantic-Congo,Kwa,Atlantic-Congo,Volta-Congo,Kwa Volta-Congo
kota1274,koq,Kota,Kota (Gabon),13.97,1.016,Africa,Africa,Congo (CG) / Gabon (GA),threatened,34400,Niger-Congo,Atlantic-Congo,Benue-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo
kota1275,mqg,Kota Bangun Kutai Malay,Kota Bangun Kutai Malay,116.297,-0.27049,Papunesia,Asia,Indonesia (ID),not endangered,80000,Austronesian,Malayo-Polynesian,North and East,Austronesian,Malayo-Polynesian,Malayo-Sumbawan
kota1278,ktr,Kota Marudu Tinagas,Kota Marudu Tinagas,116.946,6.377,Papunesia,Asia,Malaysia (MY),threatened,1250,Austronesian,Malayo-Polynesian,Sabahan,Austronesian,Malayo-Polynesian,North Borneo Malayo-Polynesian
kota1279,grm,Kota Marudu Talantang,Kota Marudu Talantang,116.853,6.48554,Papunesia,Asia,Malaysia (MY),threatened,1800,Austronesian,Malayo-Polynesian,Sabahan,Austronesian,Malayo-Polynesian,North Borneo Malayo-Polynesian
kota1280,avk,NA,Kotava,NA,NA,North America,NA,United States (US),NA,NA,NA,NA,NA,Artificial Language,NA,NA
koti1238,eko,Koti,Koti,39.7602,-16.4823,Africa,Africa,Mozambique (MZ),not endangered,77000,Niger-Congo,Atlantic-Congo,Benue-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo
kott1239,zko,NA,Kott-Assan,94,55,Eurasia,NA,Russian Federation (RU),nearly extinct,NA,NA,NA,NA,Yeniseian,Southern Yeniseian,NA
kouy1238,kyf,Kouya,Kouya,-6.5685,7.27375,Africa,Africa,C?te d'Ivoire (CI),not endangered,10100,Niger-Congo,Atlantic-Congo,Kru,Atlantic-Congo,Volta-Congo,Kru
kova1243,kqb,Kovai,Kovai,147.862,-5.61712,Papunesia,Pacific,Papua New Guinea (PG),not endangered,5000,Trans-New Guinea,Finisterre-Huon,Kovai,Nuclear Trans New Guinea,Finisterre-Huon,Huon
kove1237,kvc,Kove,Kove,149.63,-5.58623,Papunesia,Pacific,Papua New Guinea (PG),shifting,6750,Austronesian,Malayo-Polynesian,Eastern Malayo-Polynesian,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
kowa1245,xow,Kowaki,Kowaki,145.412,-4.63032,Papunesia,Pacific,Papua New Guinea (PG),moribund,25,Trans-New Guinea,Madang,Pihom,Nuclear Trans New Guinea,Madang,Croisilles
kowi1239,kwh,Kowiai,Kowiai,133.468,-4.21954,Papunesia,Asia,Indonesia (ID),shifting,600,Austronesian,Malayo-Polynesian,Central Malayo-Polynesian,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
koya1251,kff,Koya,Koya,81.2096,17.6772,Eurasia,Asia,India (IN),not endangered,300000,Dravidian,South-Central,Konda-Kui,Dravidian,South Dravidian,South Dravidian II
koya1253,kga,Koyaga,Koyaga,-6.23255,8.29177,Africa,Africa,C?te d'Ivoire (CI),not endangered,60000,Niger-Congo,Mande,Central-Southwestern,Mande,Western Mande,Manding-Kpelle
koyo1242,koh,Koyo,Koyo,15.7508,-0.69688,Africa,Africa,Congo (CG),threatened,1000,Niger-Congo,Atlantic-Congo,Benue-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo
koyr1240,khq,Koyra Chiini Songhay,Koyra Chiini Songhay,-3.73962,16.192,Africa,Africa,Mali (ML) / Mauritania (MR),not endangered,200000,Nilo-Saharan,Songhai,NA,Songhay,Northwest Songhay,NA
koyr1242,ses,Koyraboro Senni Songhay,Koyraboro Senni Songhai,-0.55187,16.9634,Africa,Africa,Mali (ML) / Niger (NE),not endangered,100000,Nilo-Saharan,Songhai,NA,Songhay,Eastern Songhay,NA
koys1242,kqd,Koy Sanjaq Surat,Koy Sanjaq Surat,44.6365,36.0451,Eurasia,Asia,Iraq (IQ),not endangered,900,Afro-Asiatic,Semitic,Aramaic,Afro-Asiatic,Semitic,West Semitic
koyu1237,koy,Koyukon,Koyukon,-154.229,65.6093,North America,Americas,United States (US),nearly extinct,100,Na-Dene,Nuclear Na-Dene,Athapaskan,Athabaskan-Eyak-Tlingit,Athabaskan-Eyak,Athabaskan
kpag1238,kuw,Kpagua,Kpagua,20.1584,4.96154,Africa,Africa,Central African Republic (CF),not endangered,3830,Niger-Congo,Atlantic-Congo,North,Atlantic-Congo,Volta-Congo,North Volta-Congo
kpal1241,kpl,Kpala,Kpala,20.3108,4.51093,Africa,Africa,"Central African Republic (CF) / Congo, The Democratic Republic of the (CD)",not endangered,3000,Niger-Congo,Atlantic-Congo,North,Atlantic-Congo,Volta-Congo,North Volta-Congo
kpan1246,kpk,Kpan,Kpan,10.1642,7.58343,Africa,Africa,Nigeria (NG),threatened,11400,Niger-Congo,Atlantic-Congo,Benue-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo
kpas1242,pbn,Kpasam,Kpasam,11.231,8.75286,Africa,Africa,Nigeria (NG),not endangered,3000,Niger-Congo,Atlantic-Congo,North,Atlantic-Congo,Volta-Congo,North Volta-Congo
kpat1246,koc,Kpati,Kpati,10.1129,7.70605,Africa,Africa,Nigeria (NG),extinct,0,Niger-Congo,Atlantic-Congo,Benue-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo
kpee1234,unknow,NA,Kpeego,-5.2677,10.7244,Africa,NA,Burkina Faso (BF),shifting,NA,NA,NA,NA,Mande,Western Mande,Northwestern Mande
kpes1238,kef,Kpessi,Kpessi,1.21078,8.05471,Africa,Africa,Togo (TG),threatened,4000,Niger-Congo,Atlantic-Congo,Kwa,Atlantic-Congo,Volta-Congo,Kwa Volta-Congo
kpla1238,kph,Kplang,Kplang,-0.80295,8.06653,Africa,Africa,Ghana (GH),not endangered,1600,Niger-Congo,Atlantic-Congo,Kwa,Atlantic-Congo,Volta-Congo,Kwa Volta-Congo
krac1238,kye,Krache,Krache,0.01925,7.93475,Africa,Africa,Ghana (GH),not endangered,58000,Niger-Congo,Atlantic-Congo,Kwa,Atlantic-Congo,Volta-Congo,Kwa Volta-Congo
krao1238,rka,Kraol,Kraol,106.539,12.8107,Eurasia,Asia,Cambodia (KH),threatened,1960,Austro-Asiatic,Mon-Khmer,Bahnaric,Austroasiatic,Bahnaric,South Bahnaric
kren1239,kqq,Krenak,Krenak,-41.2299,-18.9988,South America,Americas,Brazil (BR),moribund,150,Macro-Ge,Botocudo,NA,Nuclear-Macro-Je,Aimore,NA
krey1238,xre,Kreye,Northeastern Timbira,-44.8295,-4.19918,South America,Americas,Brazil (BR),shifting,30,Macro-Ge,Ge-Kaingang,Northwest,Nuclear-Macro-Je,Je,Je Setentrional
krio1252,rop,Kriol,Kriol,137.669,-18.135,Australia,Pacific,Australia (AU),not endangered,10000,Creole,English based,NA,Indo-European,Germanic,Northwest Germanic
krio1253,kri,Krio,Krio,-14.3204,10.8811,Africa,Africa,Gambia (GM) / Guinea (GN) / Senegal (SN) / Sierra Leone (SL) / United States (US),not endangered,473000,Creole,English based,Krio,Indo-European,Germanic,Northwest Germanic
kris1246,ksi,Isaka,I'saka,141.303,-2.80084,Papunesia,Pacific,Papua New Guinea (PG),moribund,420,Sko,Krisa,NA,Sko,NA,NA
krob1245,kxb,Krobu,Krobu,-4.47739,5.86161,Africa,Africa,C?te d'Ivoire (CI),not endangered,9920,Niger-Congo,Atlantic-Congo,Kwa,Atlantic-Congo,Volta-Congo,Kwa Volta-Congo
kron1241,kgo,Krongo,Krongo,30.003,10.514,Africa,Africa,Sudan (SD),threatened,21700,Nilo-Saharan,Kadugli-Krongo,NA,Kadugli-Krongo,Central-Western Kadugli-Krongo,Krongo-Tumtum
krun1240,krr,Krung 2,Krung,106.761,13.5699,Eurasia,Asia,Cambodia (KH),threatened,18400,Austro-Asiatic,Mon-Khmer,Bahnaric,Austroasiatic,Bahnaric,West Bahnaric
krym1236,jct,Krimchak,Krymchak,34.509,34.099,Eurasia,Europe,Ukraine (UA),nearly extinct,0,Altaic,Turkic,Ponto-Caspian,Turkic,Common Turkic,Kipchak
kryt1240,kry,Kryts,Kryz,48.1846,41.1811,Eurasia,Asia,Azerbaijan (AZ),shifting,6000,North Caucasian,East Caucasian,Nuclear Lezgic,Nakh-Daghestanian,Daghestanian,Lezgic
kuaa1238,tyu,Kua,Kua,26.0158,-22.0237,Africa,Africa,Botswana (BW),shifting,820,Khoisan,Southern Africa,Tshu-Khwe,Khoe-Kwadi,Khoe,Non-Khoekhoe
kuam1234,yku,NA,Kuamasi,103.33,26.35,Eurasia,NA,China (CN),not endangered,NA,NA,NA,NA,Sino-Tibetan,Burmo-Qiangic,Lolo-Burmese
kuan1246,uan,Kuan,Kuan,105.31,18.0769,Eurasia,Asia,Lao People's Democratic Republic (LA),not endangered,2500,Tai-Kadai,Kam-Tai,Tai-Sek,Tai-Kadai,Kam-Tai,Be-Tai
kuan1247,kua,Oshiwambo,Kuanyama,16.58,-17.7176,Africa,Africa,Angola (AO) / Namibia (NA),not endangered,421000,Niger-Congo,Atlantic-Congo,Benue-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo
kuan1248,ksd,Kuanua,Kuanua,152.114,-4.30986,Papunesia,Pacific,Papua New Guinea (PG),not endangered,61000,Austronesian,Malayo-Polynesian,Eastern Malayo-Polynesian,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
kuan1249,ykn,Kua-nsi,Kua-nsi,103.33,26.45,Eurasia,NA,China (CN),not endangered,NA,NA,NA,NA,Sino-Tibetan,Burmo-Qiangic,Lolo-Burmese
kuba1248,unknow,NA,Kubachi,47.6018,42.085,Eurasia,NA,NA,NA,NA,NA,NA,NA,Nakh-Daghestanian,Daghestanian,Dargwic
kube1244,kgf,Kube,Kulungtfu-Yuanggeng-Tobo,147.536,-6.42586,Papunesia,Pacific,Papua New Guinea (PG),not endangered,6000,Trans-New Guinea,Finisterre-Huon,Eastern,Nuclear Trans New Guinea,Finisterre-Huon,Huon
kubi1239,kof,Kubi,Kubi,10.2746,10.6274,Africa,Africa,Nigeria (NG),extinct,1500,Afro-Asiatic,Chadic,A,Afro-Asiatic,Chadic,West Chadic
kubo1242,jko,Kubo,Kubo,142.183,-5.92584,Papunesia,Pacific,Papua New Guinea (PG),not endangered,1000,Trans-New Guinea,East Strickland,NA,East Strickland,Kubo-Samo-Bibo,NA
kubu1239,kvb,Kubu,Kubu,102.193,-2.42661,Papunesia,Asia,Indonesia (ID),threatened,10000,Austronesian,Malayo-Polynesian,North and East,Austronesian,Malayo-Polynesian,Malayo-Sumbawan
kuco1235,lkc,Kucong,Kucong,101.25,22.26,Eurasia,Asia,China (CN) / Viet Nam (VN),threatened,40000,Sino-Tibetan,Tibeto-Burman,Ngwi,Sino-Tibetan,Burmo-Qiangic,Lolo-Burmese
kudi1237,kfg,Kudiya,Kudiya,75.4896,12.3301,Eurasia,Asia,India (IN),not endangered,2800,Dravidian,Southern,NA,Dravidian,South Dravidian,South Dravidian I
kudm1238,kyw,Kudmali,Kudmali,87.33,25.92,Eurasia,Asia,India (IN),not endangered,37000,Indo-European,Indo-Iranian,Eastern zone,Indo-European,Indo-Iranian,Indo-Aryan
kudu1241,kov,Kudu-Camo,Kudu-Camo,9.07725,11.0819,Africa,Africa,Nigeria (NG),moribund,42,Niger-Congo,Atlantic-Congo,Benue-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo
kuga1239,kow,Kugama,Gengle-Kugama,12.1295,8.91972,Africa,Africa,Nigeria (NG),not endangered,5000,Niger-Congo,Atlantic-Congo,North,Atlantic-Congo,Volta-Congo,North Volta-Congo
kugb1241,kes,Kugbo,Kugbo,6.56333,4.72951,Africa,Africa,Nigeria (NG),shifting,2000,Niger-Congo,Atlantic-Congo,Benue-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo
kuii1252,kxu,Kui,Kui (India),83.5859,19.2043,Eurasia,Asia,India (IN),not endangered,765000,Dravidian,South-Central,Konda-Kui,Dravidian,South Dravidian,South Dravidian II
kuii1253,kvd,Kui,Kui (Indonesia),124.791,-8.38204,Papunesia,Asia,Indonesia (ID),shifting,4240,Trans-New Guinea,West,Alor-Pantar,Timor-Alor-Pantar,Alor-Pantar,Alor
kuij1237,dkr,Kuijau,Kuijau,116.108,5.47179,Papunesia,Asia,Malaysia (MY),threatened,7910,Austronesian,Malayo-Polynesian,Sabahan,Austronesian,Malayo-Polynesian,North Borneo Malayo-Polynesian
kuik1246,kui,Kuikuro-Kalapalo,Kuik?ro-Kalap?lo,-53.2261,-12.3035,South America,Americas,Brazil (BR),shifting,870,Carib,Southern,NA,Cariban,Kuikuroan,Nuclear Kuikuroan
kuja1239,vkj,Kujarge,Kujarge,22.1956,11.7473,Africa,Africa,Chad (TD),shifting,1000,Unclassified,NA,NA,NA,NA,NA
kuka1246,kux,Kukatja,Kukatja,127.666,-20.3321,Australia,Pacific,Australia (AU),threatened,580,Australian,Pama-Nyungan,Wati,Pama-Nyungan,Desert Nyungic,Wati
kuke1242,kez,Kukele,Kukele,8.39343,6.70286,Africa,Africa,Nigeria (NG),not endangered,95000,Niger-Congo,Atlantic-Congo,Benue-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo
kukk1239,kfn,Kuk,Kuk,10.1841,6.43762,Africa,Africa,Cameroon (CM),shifting,3000,Niger-Congo,Atlantic-Congo,Benue-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo
kuku1273,gvn,Kuku-Yalanji,Kuku-Yalanji,145.188,-16.0036,Australia,Pacific,Australia (AU),shifting,240,Australian,Pama-Nyungan,NA,Pama-Nyungan,Yimidhirr-Yalanji-Yidinic,Yalandyic
