"glottocode","society","family","macroarea","continent","vitality","Pop_area","Pop_indiv","EA005","EA015","EA015_2","EA033","EA043","EA202","per_wetqu","n_warm_month","elevSD","lang_rich","phylo_rich","id","Long","Lat"
"aari1239","Ubamer","sout2845","Africa","Africa",1,0.0801260111243008,0.00018452380952381,8,NA,NA,2,"unilineal",0.0000871625294173537,0.173976608187135,1,0.327058999443162,0.0793296089385475,0.131147540983607,"1035",37,6
"aari1239","Bako","sout2845","Africa","Africa",1,0.0801260111243008,0.00018452380952381,7,NA,NA,2,"unilineal",NA,0.173976608187135,1,0.327058999443162,0.0793296089385475,0.131147540983607,"1035",37,6
"aari1239","Shangama","sout2845","Africa","Africa",1,0.0801260111243008,0.00018452380952381,7,NA,NA,1,"unilineal",0.0000434125146517237,0.173976608187135,1,0.327058999443162,0.0793296089385475,0.131147540983607,"1035",37,6
"abab1239","Ababda","afro1255","Africa","Africa",NA,0.0729993232863228,NA,1,"agamy","no",1,"unilineal",0.000162162554729862,0,1,0.0752377745108042,0.00223463687150838,0.0163934426229508,"687",34,24
"abip1241","Abipón","guai1249","South America","Americas",0,0.000233489285336625,0,0,"agamy","no",0,"non-unilineal",0.0000621625209798508,0.214619883040936,0.75,0,0.00223463687150838,0.0163934426229508,"566",-61,-29
"abkh1244","Abkhaz","abkh1242","Eurasia","Asia",0.8,0.0704177705138275,0.000120238095238095,3,"exogamy","yes",1,"unilineal",NA,0.0821637426900585,0.333333333333333,0.778213087425307,0.0625698324022346,0.0983606557377049,"386",41,43
"abro1238","Abron","atla1278","Africa","Africa",1,0.0757022159500898,0.00125,8,"agamy","no",2,"unilineal",0.00093716281629245,0.278070175438596,1,0.0824858613970431,0.0983240223463687,0.0327868852459016,"1029",-2.15,7.53
"abui1241","Alorese","timo1261","Papunesia","Asia",0.6,0.273921842962445,0.000019047619047619,7,"exogamy","no",2,"non-unilineal",0.000124662542073608,0.282163742690059,1,0.171861120790381,0.417877094972067,0.147540983606557,"1109",124.26,-8.22
"abur1243","Assini","atla1278","Africa","Africa",1,0.0343754627474141,0.0000655952380952381,6,NA,NA,2,"unilineal",0.0000246625083235966,0.321929824561404,1,0.0339716326680845,0.093854748603352,0.0655737704918033,"1088",-3.58,5.27
"achu1247","Achumawi","pala1350","North America","Americas",0.2,0.0000139232414377086,0.000000019047619047619,0,"agamy","no",0,"non-unilineal",0.000000912500307968854,0.0798245614035088,0.166666666666667,0.119757651455615,0.0569832402234637,0.245901639344262,"410",-121,41
"acom1246","Acoma","kere1287","North America","Americas",NA,0.000674669334323061,NA,7,"endogamy","no",0,"unilineal",0.000015287505159533,0.0567251461988304,0.333333333333333,0.149743387802723,0.0111731843575419,0.0819672131147541,"508",-108,35
"acom1246","Laguna","kere1287","North America","Americas",NA,0.000674669334323061,NA,7,"agamy","no",0,"unilineal",0.0000321625108548474,0.0567251461988304,0.333333333333333,0.149743387802723,0.0111731843575419,0.0819672131147541,"508",-107,35
"adam1253","Djafun","atla1278","Africa","Africa",1,0.0668358393569836,0.00906071428571429,1,"agamy","no",NA,"unilineal",NA,0.460818713450292,1,0.114006232992366,0.283798882681564,0.0491803278688525,"1031",13,8
"adan1247","Adangme","atla1278","Africa","Africa",1,0.0757022159500898,0.000952380952380952,8,"endogamy","yes",1,"non-unilineal",0.00124966292176124,0.278070175438596,1,0.0824858613970431,0.0983240223463687,0.0327868852459016,"1029",0,6
"adze1240","Ngarawapum","aust1307","Papunesia","Pacific",0.8,0.0157671554967902,0.0000344047619047619,6,"endogamy","yes",0,"unilineal",0.00000716250241734457,0.530701754385965,0.208333333333333,0.517005231500873,1,1,"993",146,-6
"afar1241","Afar","afro1255","Africa","Africa",1,0.0281185794856343,0.00116547619047619,0,"exogamy","yes",2,"unilineal",0.00137466296394875,0.0567251461988304,1,0.191294582603337,0.00446927374301676,0,"917",42,12
"afik1238","Afikpo","atla1278","Africa","Africa",NA,0.185933347004499,NA,6,"endogamy","yes",1,"non-unilineal",0.000437162647542394,0.555847953216374,1,0.0483497274583347,0.166480446927374,0.0327868852459016,"1030",8,6
"afri1274","Boers","indo1319","Africa","Africa",1,0.0131292041888767,0.00564285714285714,1,"agamy","no",2,"non-unilineal",NA,0.255263157894737,1,0.0342681336608319,0.0212290502793296,0.0163934426229508,"741",28,-16
"agus1235","Manobo","aust1307","Papunesia","Asia",1,0.273921842962445,0.0000714285714285714,6,"exogamy","no",0,"non-unilineal",NA,0.282163742690059,1,0.171861120790381,0.417877094972067,0.147540983606557,"1109",126,8
"aguu1242","Ewe","atla1278","Africa","Africa",NA,0.0757022159500898,NA,6,"endogamy","yes",2,"unilineal",0.00874966545301209,0.278070175438596,1,0.0824858613970431,0.0983240223463687,0.0327868852459016,"1029",1,7
"aimo1244","Aimol","sino1245","Eurasia","Asia",0.6,0.562977040853479,0.00000314285714285714,5,"agamy","no",0,"unilineal",0.00000591250199546942,0.627777777777778,1,0.0684369221743805,0.140782122905028,0.0655737704918033,"696",94,25
"ainu1240","Ainu","ainu1252","Eurasia","Asia",0.2,0.0000161340263957231,0.0000000178571428571429,1,"endogamy","no",1,"unilineal",0.000193412565276741,0.207017543859649,0.25,0.070020857406599,0.00670391061452514,0.0163934426229508,"310",144,44
"ajie1238","Ajie","aust1307","Papunesia","Pacific",1,0.00250504731070764,0.00000480952380952381,6,"exogamy","yes",1,"unilineal",NA,0.198830409356725,0.833333333333333,0.0952706493594226,0.181005586592179,0.0327868852459016,"650",165.47,-21.37
"ajyi1238","Asháninka","araw1281","South America","Americas",0.8,0.00416910623409698,0.00000476190476190476,5,"agamy","no",0,"non-unilineal",0.0000621625209798508,0.174269005847953,1,0.553809076013452,0.0379888268156425,0.147540983606557,"1016",-75,-8
"akab1249","Andamanese","grea1241","Eurasia","Asia",0,0.175321593679254,0,0,"agamy","no",0,"non-unilineal",NA,1,1,0.137579712679514,0.046927374301676,0.0819672131147541,"809",93,12
"akha1245","Akha","sino1245","Eurasia","Asia",1,0.10721401384382,0.000285714285714286,5,"agamy","no",0,"unilineal",0.000499662668636151,0.374561403508772,1,0.134186882891092,0.0659217877094972,0.0491803278688525,"810",100,21
"akim1239","Pima","utoa1244","North America","Americas",NA,0.000393248349577567,NA,5,"agamy","no",0,"non-unilineal",0.000249662584261122,0.189473684210526,0.666666666666667,0.210993771119737,0.017877094972067,0.0327868852459016,"611",-111,31
"akka1240","Babylonians","afro1255","Eurasia","Asia",0,0.787596664175161,NA,6,NA,NA,3,"non-unilineal",NA,0.0245614035087719,0.75,0.0647328133201975,0.00782122905027933,0.0163934426229508,"581",45,32
"akla1241","Bisayan","aust1307","Papunesia","Asia",1,0.273921842962445,0.000470238095238095,8,"agamy","no",NA,"non-unilineal",NA,0.282163742690059,1,0.171861120790381,0.417877094972067,0.147540983606557,"1109",123,10
"akye1239","Akyem","atla1278","Africa","Africa",NA,0.0757022159500898,NA,8,"endogamy","yes",2,"unilineal",0.000812162774104936,0.278070175438596,1,0.0824858613970431,0.0983240223463687,0.0327868852459016,"1029",-1,7
"alba1270","Northern Saulteaux","algi1248","North America","Americas",NA,0.000036183059869305,NA,0,"agamy","no",0,"unilineal",0.00001091250368297,0.119298245614035,0.25,0.0539685721408664,0,0,"245",-98,52
"algi1247","Algerians","afro1255","Africa","Africa",NA,0.0164596739345468,NA,7,"endogamy","yes",NA,"unilineal",NA,0.0087719298245614,0.75,0.0562421982961461,0.00446927374301676,0.0163934426229508,"575",2,31
"algi1247","Chaambra","afro1255","Africa","Africa",NA,0.0164596739345468,NA,2,NA,NA,2,"unilineal",0.000249662584261122,0.0087719298245614,0.75,0.0562421982961461,0.00446927374301676,0.0163934426229508,"575",3,32
"alla1248","Alagya","atla1278","Africa","Africa",1,0.0343754627474141,0.0000273809523809524,1,"endogamy","yes",NA,"unilineal",0.0000621625209798508,0.321929824561404,1,0.0339716326680845,0.093854748603352,0.0655737704918033,"1088",-4.42,5.22
"alse1251","Alsea","","North America","Americas",0,0.0000139232414377086,0,0,"exogamy","no",0,"non-unilineal",NA,0.0798245614035088,0.166666666666667,0.119757651455615,0.0569832402234637,0.245901639344262,"410",-124,44
"alur1250","Alur","nilo1247","Africa","Africa",1,0.105939295499542,0.000892857142857143,5,"exogamy","yes",1,"unilineal",0.00249966334363638,0.194152046783626,1,0.344078083662802,0.0614525139664804,0.0327868852459016,"1094",31,2
"amah1246","Amahuaca","pano1259","South America","Americas",0.4,0.0122343609352489,0.000000261904761904762,5,"exogamy","no",0,"non-unilineal",NA,0.394736842105263,1,0.54740377727568,0.046927374301676,0.0819672131147541,"898",-72,-10
"amar1281","Amarar","afro1255","Africa","Africa",NA,0.0202060679534147,NA,1,"agamy","no",1,"unilineal",0.000499662668636151,0.0467836257309941,1,0.315967084691913,0.00670391061452514,0.0163934426229508,"800",36,20
"amas1236","Nyimang","nyim1244","Africa","Africa",1,0.00444092785305915,0.0000833333333333333,6,"agamy","no",0,"unilineal",0.000462162655979896,0.238304093567251,1,0.0696678705198211,0.0525139664804469,0.163934426229508,"915",29,12
"amba1263","Amba","atla1278","Africa","Africa",0.8,0.105939295499542,0.0000423809523809524,6,"exogamy","yes",0,"unilineal",0.000224662575823619,0.194152046783626,1,0.344078083662802,0.0614525139664804,0.0327868852459016,"1094",30,1
"ambo1250","Ambonese","aust1307","Papunesia","Asia",1,0.273921842962445,0.000238095238095238,6,"endogamy","yes",2,"non-unilineal",NA,0.282163742690059,1,0.171861120790381,0.417877094972067,0.147540983606557,"1109",128.18,-3.71
"ambu1247","Abelam","nduu1242","Papunesia","Pacific",0.8,0.0157671554967902,0.0000523809523809524,6,"endogamy","yes",0,"unilineal",NA,0.530701754385965,0.208333333333333,0.517005231500873,1,1,"993",143.09,-3.79
"amha1245","Amhara","afro1255","Africa","Africa",1,0.0674502204769524,0.0207142857142857,6,"exogamy","no",3,"non-unilineal",0.000274662592698625,0.52046783625731,1,0.351563714491597,0.0268156424581006,0.131147540983607,"916",38,13
"amis1246","Ami","aust1307","Papunesia","Asia",0.8,0.383989571318484,0.000164285714285714,7,"endogamy","yes",0,"unilineal",0.000687162731917422,0.291228070175439,0.833333333333333,0.118075266018569,0.140782122905028,0.0983606557377049,"700",121.05,22.7
"anci1244","Hebrews","afro1255","Eurasia","Asia",0,0.0294275921340561,0,4,"agamy","no",2,"unilineal",NA,0.0184210526315789,0.75,0.22044817118569,0.0145251396648045,0.0327868852459016,"580",35,32
"anfi1235","Anfillo","gong1255","Africa","Africa",0.6,0.0801260111243008,0.000000595238095238095,6,"agamy","no",2,"unilineal",NA,0.173976608187135,1,0.327058999443162,0.0793296089385475,0.131147540983607,"1035",35,9
"anga1288","Angami","sino1245","Eurasia","Asia",0.8,0.562977040853479,0.000148809523809524,6,"endogamy","yes",0,"unilineal",NA,0.627777777777778,1,0.0684369221743805,0.140782122905028,0.0655737704918033,"696",94,26
"angl1262","Awuna","atla1278","Africa","Africa",NA,0.0594162026113857,NA,6,"endogamy","yes",0,"unilineal",NA,0.328070175438597,1,0.0131360501958677,0.0670391061452514,0.0655737704918033,"910",-2,11
"anin1240","Anindilyagwa","gunw1250","Australia","Pacific",0.6,0.000061015493857609,0.00000147619047619048,0,"exogamy","yes",0,"non-unilineal",0.00000341250115171914,0.298538011695906,1,0.0361719513426005,0.0491620111731844,0.0983606557377049,"759",136.6,-13.99
"anua1242","Anuak","nilo1247","Africa","Africa",1,0.0801260111243008,0.0000619047619047619,6,"exogamy","yes",1,"unilineal",0.000437162647542394,0.173976608187135,1,0.327058999443162,0.0793296089385475,0.131147540983607,"1035",34,8
"anyi1245","Anyi","atla1278","Africa","Africa",1,0.0343754627474141,0.000726190476190476,8,"endogamy","yes",2,"unilineal",0.00124966292176124,0.321929824561404,1,0.0339716326680845,0.093854748603352,0.0655737704918033,"1088",-4,7
"aona1235","Ao","sino1245","Eurasia","Asia",0.8,0.562977040853479,0.000276190476190476,6,"endogamy","yes",0,"unilineal",0.000374662626448636,0.627777777777778,1,0.0684369221743805,0.140782122905028,0.0655737704918033,"696",94,27
"apin1244","Apinaye","nucl1710","South America","Americas",0.6,0.000023008807770891,0.0000015,5,"endogamy","yes",0,NA,0.00000166250056109394,0.461695906432749,1,0.0316162143538131,0.0167597765363128,0.0491803278688525,"1021",-49,-6
"arap1274","Arapaho","algi1248","North America","Americas",0.4,0,0.00000123809523809524,0,"exogamy","no",1,"non-unilineal",0.000028412509589222,0.107017543859649,0.333333333333333,0.112101903626638,0,0,"412",-103,40
"araw1276","Lokono","araw1281","South America","Americas",0.4,0.00949148237202029,0.00000178571428571429,5,"agamy","no",0,"unilineal",NA,0.484795321637427,1,0.208378494467402,0.0324022346368715,0.0819672131147541,"1079",-56.98,5.95
"araw1280","Zazzagawa Hausa","afro1255","Africa","Africa",NA,0.196308086814377,NA,6,"endogamy","yes",3,"unilineal",0.00324966359676146,0.374853801169591,1,0.0604870329858802,0.145251396648045,0.0983606557377049,"911",8,11
"arbo1245","Arbore","afro1255","Africa","Africa",0.6,0.0801260111243008,0.00000528571428571429,6,NA,NA,1,"unilineal",0.0000184125062142208,0.173976608187135,1,0.327058999443162,0.0793296089385475,0.131147540983607,"1035",37,5
"arik1262","Arikara","cadd1255","North America","Americas",0.2,0.0000583488023452412,0.0000000238095238095238,5,NA,NA,2,"non-unilineal",0.0000202875068470336,0.121052631578947,0.25,0.0210073421837255,0.00446927374301676,0.0327868852459016,"324",-101,46
"ariz1237","Hano","kiow1265","North America","Americas",0,0.000674669334323061,NA,7,"endogamy","yes",0,"unilineal",0.00000466250157359428,0.0567251461988304,0.333333333333333,0.149743387802723,0.0111731843575419,0.0819672131147541,"508",-111,36
"asan1239","Ashanti","atla1278","Africa","Africa",NA,0.0757022159500898,NA,7,"agamy","no",2,"non-unilineal",NA,0.278070175438596,1,0.0824858613970431,0.0983240223463687,0.0327868852459016,"1029",-2,7
"ashe1269","Koro","atla1278","Africa","Africa",1,0.00302092366848827,0.0000416666666666667,7,"agamy","no",NA,"unilineal",0.000374662626448636,0.0473684210526316,1,0.00543487353862801,0.00446927374301676,0.0327868852459016,"795",8,18
"asho1236","Chin","sino1245","Eurasia","Asia",1,0.562977040853479,0.0000119047619047619,6,"agamy","no",1,"unilineal",0.00437466397644909,0.627777777777778,1,0.0684369221743805,0.140782122905028,0.0655737704918033,"696",94,22
"assi1247","Assiniboine","siou1252","North America","Americas",0.6,0.000376278494498863,0.00000236071428571429,0,"exogamy","no",0,"non-unilineal",0.000037162512542348,0.091812865497076,0.25,0.0765713516957304,0.00558659217877095,0.0327868852459016,"323",-106,48
"asut1235","Pare","atla1278","Africa","Africa",1,0.0425474791850164,0.000595238095238095,6,NA,NA,0,"unilineal",0.00124966292176124,0.262280701754386,1,0.132191600913947,0.0681564245810056,0.0655737704918033,"975",38,-4
"atay1247","Atayal","aust1307","Papunesia","Asia",0.8,0.383989571318484,0.000100357142857143,6,"agamy","no",1,"non-unilineal",NA,0.291228070175439,0.833333333333333,0.118075266018569,0.140782122905028,0.0983606557377049,"700",121,24
"atsa1241","Chawai","atla1278","Africa","Africa",1,0.196308086814377,0.0000357142857142857,7,"exogamy","yes",1,"unilineal",0.000105912535745481,0.374853801169591,1,0.0604870329858802,0.145251396648045,0.0983606557377049,"911",9,10
"atsu1245","Atsugewi","pala1350","North America","Americas",0,0.0000139232414377086,0.00000000357142857142857,0,"exogamy","no",0,"non-unilineal",NA,0.0798245614035088,0.166666666666667,0.119757651455615,0.0569832402234637,0.245901639344262,"410",-121,41
"atti1239","Attie","atla1278","Africa","Africa",1,0.0343754627474141,0.000453571428571429,8,NA,NA,1,NA,0.000749662753011179,0.321929824561404,1,0.0339716326680845,0.093854748603352,0.0655737704918033,"1088",-4,6
"avik1243","Avikam","atla1278","Africa","Africa",1,0.0343754627474141,0.000025,4,NA,NA,1,"unilineal",0.0000621625209798508,0.321929824561404,1,0.0339716326680845,0.093854748603352,0.0655737704918033,"1088",-5.25,5.15
"awet1244","Aweti","tupi1275","South America","Americas",0.6,0.0000551936395246378,0.000000166666666666667,4,NA,NA,NA,"non-unilineal",NA,0.552923976608187,1,0.00814597521878466,0.0212290502793296,0.0819672131147541,"901",-54,-12
"baca1246","Bachama","afro1255","Africa","Africa",1,0.0455479992260443,0.000178571428571429,6,"endogamy","yes",2,"unilineal",0.000137162546292359,0.268713450292398,1,0.0222318096288328,0.232402234636872,0.0819672131147541,"912",12,10
"baff1240","Baffin Island Inuit","eski1264","North America","Americas",NA,0.000223611309992305,NA,0,"agamy","no",0,"non-unilineal",NA,0.095906432748538,0,0.0378413201455424,0.00111731843575419,0,"179",-64.63,65.24
"bafi1243","Bafia","atla1278","Africa","Africa",1,0.0668358393569836,0.0000714285714285714,6,"exogamy","yes",0,"unilineal",0.000149662550511111,0.460818713450292,1,0.114006232992366,0.283798882681564,0.0491803278688525,"1031",11,5
"bafu1246","Fut","atla1278","Africa","Africa",1,0.0668358393569836,0.000125,8,"endogamy","yes",1,"unilineal",0.000424662643323642,0.460818713450292,1,0.114006232992366,0.283798882681564,0.0491803278688525,"1031",10,6
"bagi1246","Bagirmi","cent2225","Africa","Africa",1,0.00742392443819241,0.0000533333333333333,5,NA,NA,3,"unilineal",0.000324662609573631,0.281578947368421,1,0.0552872527517604,0.0893854748603352,0.0983606557377049,"913",17,11
"bain1259","Banyun","atla1278","Africa","Africa",0.8,0.069319650829854,0.000010547619047619,7,NA,NA,0,"unilineal",0.0000934125315267294,0.582456140350877,1,0.202007113447926,0.0804469273743017,0.0327868852459016,"967",-16,12
"baju1245","Bajuni","atla1278","Africa","Africa",NA,0.00324909042571812,NA,4,"agamy","no",0,"unilineal",0.0000246625083235966,0.126023391812866,1,0.00505745112273724,0.0122905027932961,0.0163934426229508,"1096",41,-2
"baka1277","Bacairi","cari1283","South America","Americas",0.6,0.0000551936395246378,0.00000113095238095238,5,"endogamy","no",0,"non-unilineal",0.00000278750094078157,0.552923976608187,1,0.00814597521878466,0.0212290502793296,0.0819672131147541,"901",-55,-14
"bakh1245","Bakhtiari","indo1319","Eurasia","Asia",1,0.0257768118508929,0.00119047619047619,1,"exogamy","yes",2,"unilineal",NA,0.060233918128655,0.75,0.00796772868003885,0.00893854748603352,0.0327868852459016,"582",48,33
"bako1249","Koko","atla1278","Africa","Africa",1,0.0668358393569836,0.0000595238095238095,6,"exogamy","yes",NA,"unilineal",0.000499662668636151,0.460818713450292,1,0.114006232992366,0.283798882681564,0.0491803278688525,"1031",11,4
"bakw1243","Bakwe","atla1278","Africa","Africa",1,0.0343754627474141,0.0000122619047619048,7,"exogamy","yes",1,"unilineal",0.000199662567386116,0.321929824561404,1,0.0339716326680845,0.093854748603352,0.0655737704918033,"1088",-7,5
"bala1301","Balanta","atla1278","Africa","Africa",1,0.069319650829854,0.000472619047619048,6,NA,NA,0,"unilineal",0.00208716320441758,0.582456140350877,1,0.202007113447926,0.0804469273743017,0.0327868852459016,"967",-16,12
"bali1274","Ndaka Babali","atla1278","Africa","Africa",1,0.00693792081463988,0.00005,7,"exogamy","yes",2,"unilineal",0.00374966376551152,0.368713450292398,1,0.0189123628142398,0.0301675977653631,0.0163934426229508,"1093",27,1
"bali1278","Balinese","aust1307","Papunesia","Asia",1,0.487658835717782,0.00396428571428571,7,"endogamy","yes",3,"unilineal",0.0124996667186375,0.65233918128655,1,0.164503373546714,0.15195530726257,0.0327868852459016,"1108",115.02,-8.18
"bamb1269","Bambara","mand1469","Africa","Africa",1,0.0337348416724281,0.00321428571428571,5,"endogamy","yes",1,"unilineal",0.00624966460926181,0.402923976608187,1,0.0177537788705605,0.0782122905027933,0.0491803278688525,"968",-7,13
"bamu1253","Bamum","atla1278","Africa","Africa",1,0.0668358393569836,0.000255952380952381,7,"endogamy","yes",3,"unilineal",0.000999662837386208,0.460818713450292,1,0.114006232992366,0.283798882681564,0.0491803278688525,"1031",11,6
"bana1287","Makin","aust1307","Papunesia","Pacific",NA,0.00608773107519681,NA,4,"endogamy","yes",1,"non-unilineal",0.0000246625083235966,0.658187134502924,1,0.145290685407011,0.403351955307263,0.278688524590164,"994",172.99,3.38
"bana1292","Banaro","lowe1437","Papunesia","Pacific",0.6,0.0157671554967902,0.00000295238095238095,5,"endogamy","yes",0,"unilineal",NA,0.530701754385965,0.208333333333333,0.517005231500873,1,1,"993",144.34,-4.56
"band1349","Ndob","atla1278","Africa","Africa",NA,0.0668358393569836,NA,7,"endogamy","yes",1,"unilineal",0.000549662685511156,0.460818713450292,1,0.114006232992366,0.283798882681564,0.0491803278688525,"1031",10,6
"band1352","Gbande","mand1469","Africa","Africa",1,0.0343754627474141,0.000119047619047619,7,"endogamy","yes",1,"unilineal",0.000312162605354879,0.321929824561404,1,0.0339716326680845,0.093854748603352,0.0655737704918033,"1088",-10,8
"bank1259","Dogon","dogo1299","Africa","Africa",0.6,0.00118644253311451,NA,6,"exogamy","yes",1,"unilineal",0.00281216344910516,0.058187134502924,1,0.0166680771081224,0.00558659217877095,0.0163934426229508,"794",-3,15
"bann1248","Bannock","utoa1244","North America","Americas",NA,0.0000214565545024979,NA,0,"exogamy","no",1,"non-unilineal",0.00000716250241734457,0.0777777777777778,0.25,0.230280999738408,0.00223463687150838,0.0163934426229508,"411",-112,43
"baou1238","Baule","atla1278","Africa","Africa",1,0.0343754627474141,0.00253571428571429,6,"endogamy","yes",1,"unilineal",0.00478716411566789,0.321929824561404,1,0.0339716326680845,0.093854748603352,0.0655737704918033,"1088",-5,8
"bara1361","Abarambo","atla1278","Africa","Africa",0.8,0.00588142974104598,0.0000304761904761905,6,"exogamy","yes",1,"unilineal",0.000624662710823665,0.416666666666667,1,0.0228574013614247,0.0368715083798883,0.0655737704918033,"1033",27,4
"basa1282","Basa","atla1278","Africa","Africa",1,0.185933347004499,0.000119047619047619,6,NA,NA,1,"unilineal",0.000874662795198693,0.555847953216374,1,0.0483497274583347,0.166480446927374,0.0327868852459016,"1030",8,8
"basa1282","Basakomo","atla1278","Africa","Africa",1,0.185933347004499,0.000119047619047619,6,"endogamy","yes",1,"unilineal",0.000153412551776736,0.555847953216374,1,0.0483497274583347,0.166480446927374,0.0327868852459016,"1030",7,8
"bash1264","Bashkir","turk1311","Eurasia","Europe",0.8,0.0337045202682576,0.00164285714285714,5,"endogamy","no",4,"non-unilineal",0.016499668068638,0.101169590643275,0.25,0.0325364508573541,0.00558659217877095,0.0163934426229508,"225",56,54
"bask1236","Basketo","gong1255","Africa","Africa",0.8,0.0801260111243008,0.0000688095238095238,7,NA,NA,1,"unilineal",0.0000621625209798508,0.173976608187135,1,0.327058999443162,0.0793296089385475,0.131147540983607,"1035",37,6
"bass1257","Basseri","indo1319","Eurasia","Asia",NA,0.0294275921340561,NA,1,"endogamy","no",1,"unilineal",NA,0.0184210526315789,0.75,0.22044817118569,0.0145251396648045,0.0327868852459016,"580",34,30
"bass1258","Bassari","atla1278","Africa","Africa",0.8,0.069319650829854,0.0000158333333333333,6,"agamy","no",1,"unilineal",0.0000946625319486045,0.582456140350877,1,0.202007113447926,0.0804469273743017,0.0327868852459016,"967",-13,12
"bata1285","Puku","atla1278","Africa","Africa",0.8,0.00892748254461349,0.0000107142857142857,5,"exogamy","yes",1,"unilineal",0.00000857500289406348,0.391228070175439,1,0.0634619918964737,0.0748603351955307,0.0163934426229508,"1091",10,2
"bata1289","Toba Batak","aust1307","Papunesia","Asia",0.8,0.246926689592856,0.00238095238095238,7,"agamy","no",0,"unilineal",0.0124996667186375,0.44093567251462,1,0.023307070241293,0.0502793296089385,0.0327868852459016,"1106",99,2
"bata1314","Bata","afro1255","Africa","Africa",1,0.0455479992260443,0.000178571428571429,8,NA,NA,1,"unilineal",0.000374662626448636,0.268713450292398,1,0.0222318096288328,0.232402234636872,0.0819672131147541,"912",13,10
"bath1248","Hemat","afro1255","Africa","Africa",NA,0.00742392443819241,NA,5,NA,NA,1,"unilineal",NA,0.281578947368421,1,0.0552872527517604,0.0893854748603352,0.0983606557377049,"913",20,11
"bauu1243","Mbau Fijians","aust1307","Papunesia","Pacific",NA,0.00250504731070764,NA,4,"exogamy","no",2,"unilineal",NA,0.198830409356725,0.833333333333333,0.0952706493594226,0.181005586592179,0.0327868852459016,"650",178.32,-17.81
"baya1255","Romanians","indo1319","Eurasia","Europe",NA,0.186335521714947,NA,7,"agamy","no",NA,"non-unilineal",0.199999729999909,0.150584795321637,0.416666666666667,0.0699049434374976,0.00558659217877095,0.0163934426229508,"298",26,45
"beav1236","Beaver","atha1245","North America","Americas",0.4,0.0000191770217307316,0.000000357142857142857,0,"endogamy","no",0,"non-unilineal",0.00000441250148921925,0.0976608187134503,0.0833333333333333,0.0614544407004434,0.00223463687150838,0,"175",-117,58
"bela1254","Byelorussians","indo1319","Eurasia","Europe",0.8,0,0.008,6,"agamy","no",4,"non-unilineal",NA,0.130994152046784,0.25,0.00753972539185593,0.00223463687150838,0.0163934426229508,"223",28,55
"bell1243","Nuxalk","sali1255","North America","Americas",0.2,0.0000308750049864779,0.0000000238095238095238,0,"agamy","no",0,"non-unilineal",0.00000466250157359428,0.1,0,0.0895595856543483,0.0223463687150838,0.0819672131147541,"243",-127,52
"bell1263","Heiltsuk","waka1280","North America","Americas",NA,0.0000308750049864779,NA,0,"agamy","no",0,"non-unilineal",0.00000378750127828168,0.1,0,0.0895595856543483,0.0223463687150838,0.0819672131147541,"243",-128,52
"bena1260","Yungur","atla1278","Africa","Africa",1,0.0455479992260443,0.000113095238095238,6,"endogamy","yes",1,"unilineal",0.000112162537854857,0.268713450292398,1,0.0222318096288328,0.232402234636872,0.0819672131147541,"912",12,10
"bena1262","Bena","atla1278","Africa","Africa",1,0.0425474791850164,0.000797619047619048,6,"agamy","no",2,"non-unilineal",0.000199662567386116,0.262280701754386,1,0.132191600913947,0.0681564245810056,0.0655737704918033,"975",36,-9
"bend1258","Bende","atla1278","Africa","Africa",0.6,0.0364095658240868,0.0000321428571428571,6,NA,NA,2,"unilineal",NA,0.287719298245614,1,0.20126054091038,0.0324022346368715,0,"974",31,-7
"beng1280","Bengali","indo1319","Eurasia","Asia",1,0.382330075078945,0.130952380952381,6,"endogamy","yes",4,"non-unilineal",NA,0.478654970760234,1,0.123644500245579,0.0715083798882682,0.0655737704918033,"695",88,23
"bera1259","Plains Bira","atla1278","Africa","Africa",0.8,0.105939295499542,0.000142857142857143,6,"exogamy","yes",0,"unilineal",NA,0.194152046783626,1,0.344078083662802,0.0614525139664804,0.0327868852459016,"1094",30,1
"bero1242","Birom","atla1278","Africa","Africa",1,0.196308086814377,0.000357142857142857,7,"endogamy","yes",1,"unilineal",0.000749662753011179,0.374853801169591,1,0.0604870329858802,0.145251396648045,0.0983606557377049,"911",9,10
"bets1235","Betsileo","aust1307","Africa","Africa",NA,0.0145274985375259,NA,8,"agamy","no",NA,"unilineal",NA,0.305263157894737,1,0.212164556462202,0.00893854748603352,0.0163934426229508,"634",47,-22
"bhil1251","Bhil","indo1319","Eurasia","Asia",1,0.473578150931664,0.00154761904761905,5,"exogamy","no",1,"unilineal",0.0156246677733254,0.276608187134503,1,0.0750364166365285,0.0402234636871508,0,"693",74,22
"bhoj1244","Uttar Pradesh","indo1319","Eurasia","Asia",1,0.382330075078945,0.043452380952381,8,"exogamy","no",4,"non-unilineal",0.0000171625057923457,0.478654970760234,1,0.123644500245579,0.0715083798882682,0.0655737704918033,"695",83,26
"biaf1240","Biafada","atla1278","Africa","Africa",0.8,0.069319650829854,0.000053452380952381,6,NA,NA,0,"unilineal",0.000124662542073608,0.582456140350877,1,0.202007113447926,0.0804469273743017,0.0327868852459016,"967",-15,12
